,4_0,4_1,4_2,4_3,4_4,4_5,4_6,4_7,4_8,4_9,4_10,4_11,4_12,4_13,4_14,4_15,4_16,4_17,4_18,4_19,4_20,4_21,4_22,4_23,4_24,4_25,4_26,4_27,4_28,4_29
5_0,0.9578947368421054,-0.07669172932330826,-0.06466165413533834,0.11127819548872178,0.47218045112781953,0.007518796992481202,-0.05714285714285714,-0.22857142857142856,-0.15488721804511277,-0.19548872180451127,0.14586466165413534,0.2270676691729323,0.13082706766917293,-0.016541353383458645,-0.12481203007518797,-0.22556390977443608,-0.29172932330827067,0.18496240601503755,-0.29774436090225564,-0.2150375939849624,-0.2721804511278195,-0.03909774436090225,0.2120300751879699,0.05563909774436089,0.17744360902255638,-0.024060150375939848,-0.037593984962406006,-0.04360902255639097,-0.09172932330827067,-0.3804511278195489
5_1,0.012030075187969924,0.9398496240601503,0.013533834586466165,0.016541353383458645,0.5022556390977443,-0.3609022556390977,-0.1518796992481203,-0.15037593984962402,0.018045112781954885,0.016541353383458645,-0.17593984962406017,0.03157894736842105,-0.02706766917293233,-0.04661654135338346,0.05563909774436089,-0.07218045112781954,-0.05714285714285714,0.3233082706766917,0.15037593984962402,-0.03157894736842105,-0.28120300751879695,-0.30977443609022554,0.07368421052631578,-0.09774436090225563,0.21353383458646616,-0.08571428571428572,0.2045112781954887,0.2796992481203007,-0.2270676691729323,-0.16842105263157892
5_2,-0.193984962406015,0.22105263157894736,0.732330827067669,0.6210526315789473,-0.3533834586466165,0.08571428571428572,0.2541353383458646,0.19999999999999998,0.21353383458646616,0.21654135338345865,0.08872180451127819,-0.2827067669172932,-0.29624060150375936,0.06616541353383458,-0.060150375939849614,0.006015037593984962,-0.14887218045112782,0.022556390977443608,0.2300751879699248,0.3413533834586466,0.09473684210526315,0.47518796992481205,-0.16691729323308271,0.22556390977443608,0.04060150375939849,0.013533834586466165,0.25112781954887214,-0.08721804511278194,-0.5699248120300752,0.12932330827067667
5_3,0.21954887218045113,0.6842105263157895,0.17744360902255638,0.5744360902255639,0.5428571428571428,-0.10977443609022557,-0.27669172932330827,0.0,0.03157894736842105,-0.12481203007518797,-0.4481203007518797,0.09774436090225563,-0.09022556390977443,-0.09624060150375939,-0.16842105263157892,-0.2796992481203007,0.022556390977443608,0.09473684210526315,0.13834586466165413,0.05263157894736842,-0.06165413533834586,0.20902255639097742,-0.28421052631578947,0.02857142857142857,0.10225563909774435,-0.08120300751879699,-0.06616541353383458,0.5533834586466165,-0.2646616541353383,-0.08872180451127819
5_4,0.09473684210526315,-0.06165413533834586,0.13533834586466165,0.03609022556390977,0.27368421052631575,0.19097744360902258,0.5774436090225563,0.03609022556390977,0.4285714285714286,-0.14586466165413534,-0.037593984962406006,-0.3218045112781954,-0.6721804511278194,0.12030075187969923,0.03458646616541353,0.06917293233082707,-0.5533834586466165,0.17744360902255638,0.17744360902255638,-0.2120300751879699,-0.31729323308270674,0.17142857142857143,-0.16240601503759397,0.024060150375939848,0.060150375939849614,0.009022556390977442,0.03609022556390977,-0.2541353383458646,-0.3413533834586466,0.14285714285714285
5_5,-0.1518796992481203,-0.37744360902255636,-0.26917293233082706,0.22857142857142856,-0.42255639097744363,0.4842105263157894,-0.11578947368421053,0.13533834586466165,0.10676691729323308,0.045112781954887216,-0.1969924812030075,0.3954887218045112,0.19097744360902258,-0.045112781954887216,-0.24962406015037594,-0.004511278195488721,0.631578947368421,-0.21353383458646616,0.2571428571428572,-0.21654135338345865,0.4240601503759398,0.34736842105263155,-0.03308270676691729,0.17593984962406017,-0.13834586466165413,-0.051127819548872175,0.009022556390977442,0.2706766917293233,0.3804511278195489,-0.04962406015037594
5_6,0.3639097744360902,-0.11428571428571428,-0.037593984962406006,0.5037593984962406,0.3699248120300751,0.33533834586466166,-0.2541353383458646,0.10075187969924812,0.03909774436090225,-0.3639097744360902,-0.2270676691729323,0.15037593984962402,-0.22406015037593985,-0.3082706766917293,-0.3157894736842105,0.11428571428571428,0.048120300751879695,0.03909774436090225,0.10827067669172932,-0.18045112781954886,0.04661654135338346,0.07368421052631578,-0.4270676691729323,-0.05714285714285714,0.09774436090225563,0.5097744360902255,-0.13383458646616542,0.2902255639097744,0.09624060150375939,0.2300751879699248
5_7,0.669172932330827,0.18796992481203004,0.38646616541353385,0.12330827067669171,0.5187969924812029,0.12330827067669171,-0.03458646616541353,-0.5368421052631579,-0.13383458646616542,-0.3142857142857143,0.09924812030075188,0.1789473684210526,0.1609022556390977,-0.04661654135338346,0.23308270676691725,0.006015037593984962,-0.15037593984962402,-0.004511278195488721,-0.009022556390977442,0.06165413533834586,-0.29774436090225564,0.021052631578947364,0.156390977443609,-0.015037593984962403,0.15789473684210525,0.19097744360902258,-0.3609022556390977,-0.02706766917293233,-0.07518796992481201,-0.15488721804511277
5_8,-0.0781954887218045,-0.06616541353383458,-0.03909774436090225,0.2902255639097744,0.25864661654135335,-0.16992481203007515,0.024060150375939848,0.47518796992481205,0.04661654135338346,-0.10676691729323308,-0.5278195488721804,-0.39999999999999997,-0.38947368421052625,-0.1639097744360902,-0.13984962406015036,-0.4015037593984962,-0.20751879699248119,0.030075187969924807,-0.26917293233082706,0.16842105263157892,0.156390977443609,0.10375939849624059,-0.41654135338345866,-0.33233082706766914,-0.21654135338345865,0.34586466165413526,-0.10526315789473684,0.41804511278195483,-0.2781954887218045,0.4015037593984962
5_9,0.15037593984962402,-0.019548872180451125,-0.22105263157894736,-0.010526315789473682,-0.17293233082706763,-0.5067669172932331,-0.03609022556390977,0.2150375939849624,-0.19999999999999998,-0.10676691729323308,0.14285714285714285,0.4496240601503759,0.7172932330827068,0.34285714285714286,-0.1413533834586466,0.15488721804511277,0.13383458646616542,-0.26917293233082706,-0.4195488721804511,0.10375939849624059,-0.015037593984962403,-0.34586466165413526,0.25864661654135335,-0.18045112781954886,-0.5218045112781955,0.05563909774436089,0.20150375939849624,-0.07518796992481201,0.13834586466165413,-0.2120300751879699
