,0_0,0_1,0_2,0_3,0_4,0_5,0_6,0_7,0_8,0_9,0_10,0_11,0_12,0_13,0_14,0_15,0_16,0_17,0_18,0_19,0_20,0_21,0_22,0_23,0_24,0_25,0_26,0_27,0_28,0_29
1_0,-0.08226127456606228,0.0692726522661577,-0.07360219303279256,0.04329540766634856,-0.0360795063886238,-0.10679533891032644,0.1529771070877649,0.10968169942141635,0.059170390477343036,-0.4387267976856654,-0.001443180255544952,0.056284029966253125,0.40553365180813156,-0.29007923136453534,-0.15730664785439977,0.17751117143202907,0.2756474288090859,0.13565894402122547,0.48779492637419375,0.03752268664416875,0.2323520211427373,-0.18905661347638872,0.2568860854870015,-0.19194297398747864,0.2193633988428327,0.12411350197686587,-0.40264729129704163,0.03463632613307885,0.07648855354388245,-0.18761343322084376
1_1,-0.24736903633803592,0.4225247515090676,0.24429612905433365,-0.18898379794769202,-0.0921872185110693,-0.1367443741247528,-0.38257695682093756,0.03841134104627887,-0.4870558044668161,-0.38104050317908644,-0.427134112434621,0.2212493244265663,0.07221332116700427,-0.05377587746479042,-0.006145814567404619,0.42867056607647225,0.28578037738431483,0.3641395131187237,0.2919261919517194,0.09526012579477161,0.09986948672032507,-0.007682268209255774,0.0,-0.02765616555332079,-0.14135373505030624,-0.3610666058350214,-0.1398172814084551,0.23968676812878015,-0.10447884764587852,0.14289018869215742
1_2,0.1517566877903584,0.43941488703476905,-0.14194157862978793,0.05209557939072004,-0.16610184733273056,-0.15024667099642447,-0.17818198168420188,-0.10494616717840705,-0.0317103526726122,-0.2634979305414681,0.16232680534789581,0.3027583671837498,0.014345159542372185,-0.0792758816815305,0.3767491900865116,-0.009060100763603486,-0.04832053740588525,-0.15704174656912706,0.2551928381748315,0.194037158020508,-0.23480761145672366,-0.27557806489293935,-0.3261636274897255,0.21895243512041754,0.040015445039248726,-0.11098623435414272,0.14571662061462273,0.17214191450846625,0.09060100763603486,-0.16232680534789581
1_3,-0.26887938732395206,0.1367443741247528,0.3026813674446775,-0.1843744370221386,-0.04609360925553465,-0.21510350985916168,0.19973897344065014,0.10447884764587852,0.16132763239437126,0.2565877581891428,-0.3088271820120821,0.20434833436620362,-0.03533843376257656,-0.12291629134809239,-0.07682268209255774,0.28117101645876136,0.38257695682093756,0.12137983770624125,0.6068991885312062,-0.3457020694165098,-0.2012754270825013,0.05992169203219504,0.18591089066398975,0.24429612905433365,0.3487749767002121,-0.1505724569014132,-0.15979117875252008,0.1459630959758597,0.08757785758551584,-0.16900990060362703
1_4,0.2888532846680171,0.3288010793561471,0.5915346521126946,-0.2504419436217382,-0.298072006519124,-0.18283798338028742,-0.02765616555332079,-0.39640503959759793,0.10908820857143199,0.3103636356539333,-0.0645310529577485,0.13059855955734817,0.05223942382293926,0.1398172814084551,-0.15671827146881778,0.23815031448692897,0.21510350985916168,0.2350774072032267,0.3902592250301934,-0.3948685859557468,-0.07067686752515312,0.22432223171026863,-0.07221332116700427,0.45171737070423956,0.04148424832998118,-0.129062105915497,0.13828082776660394,0.20588478800805476,-0.12445274498994355,-0.11369756949698545
1_5,-0.0030120516086030676,0.45632581870336475,0.18975925134199326,0.07831334182367976,-0.1385543739957411,-0.200301431972104,0.17018091588607331,0.19427732875489787,-0.2048195093850086,-0.25451836092695923,0.0843374450408859,0.03765064510753834,0.3253015737291313,-0.19126527714629485,0.17469899329897792,-0.006024103217206135,0.2439761802968485,0.15060258043015337,0.09939770308390124,0.27409669638287915,-0.12650616756132885,-0.15060258043015337,-0.222891819036627,-0.18072309651618407,-0.027108464477427614,-0.19427732875489787,0.1189760385398212,0.028614490281729146,-0.061747057976362894,-0.1114459095183135
1_6,0.14545871960533488,0.31061497415722555,-0.015151949958889051,-0.027273509926000295,0.063638189827334,-0.04848623986844496,-0.15909547456833506,-0.07272935980266744,-0.41364823387767113,-0.10303325972044554,0.09091169975333431,0.2954630241983365,-0.17424742452722408,-0.20455132444500218,-0.08788130976155649,0.14545871960533488,-0.319706144132559,-0.14545871960533488,-0.2303096393751136,0.15454988958066831,0.0863661147656676,0.030303899917778102,-0.11970040467522351,-0.18333859450255752,-0.27576548925178074,-0.254552759309336,0.5106207136145611,-0.2515223693175583,-0.3015238041818921,0.3015238041818921
1_7,0.06760396024145082,-0.04609360925553465,0.021510350985916166,0.06606750659959966,0.13828082776660394,-0.3595301521931703,0.07989558937626004,-0.21049414893360824,-0.23200449991952438,-0.1628640860362224,0.08911431122736697,-0.1874473443058409,-0.024583258269618477,0.4793735362575603,-0.14289018869215742,-0.047630062897385805,0.0015364536418511548,0.04455715561368349,0.29960846016097514,-0.0814320430181112,0.1935931588732455,-0.29960846016097514,-0.17361926152918047,0.3226552647887425,-0.24429612905433365,-0.12445274498994355,0.13520792048290164,-0.17208280788732933,0.44557155613683486,0.2919261919517194
1_8,-0.028614490281729146,0.17168694169037488,-0.025602438673126074,-0.14759052882155033,0.11596398693121812,-0.1656628384731687,0.08132539343228283,-0.13554232238713804,0.036144619303236813,0.06024103217206136,-0.2801207996000853,-0.177711044907581,0.24096412868824543,-0.09939770308390124,0.17921707071188253,-0.21084361260221474,-0.310241315686116,0.3177714447076237,-0.17469899329897792,-0.1385543739957411,-0.08734949664948896,-0.1250001417570273,-0.1385543739957411,0.3373497801635436,0.17168694169037488,-0.17168694169037488,-0.1250001417570273,0.4262053026173341,-0.006024103217206135,0.3177714447076237
1_9,0.060607799835556204,-0.059092604839667294,-0.2090969094326689,-0.027273509926000295,0.08182052977800088,0.010606364971222335,0.05454701985200059,-0.28334146423122525,0.027273509926000295,0.11970040467522351,0.02121272994244467,0.013636754963000148,-0.5409246135323391,0.17727781451900193,0.0287887049218892,-0.5636525384706728,0.127276379654668,-0.13030676964644583,-0.05000143486433387,-0.05151662986022277,-0.12879157465055696,0.01212155996711124,-0.09091169975333431,0.21515768941622454,-0.39546589392700426,0.26970470926822515,-0.1409131346176682,-0.11970040467522351,-0.10757884470811227,-0.15303469458477942
