,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,2_10,2_11,2_12,2_13,2_14,2_15,2_16,2_17,2_18,2_19,2_20,2_21,2_22,2_23,2_24,2_25,2_26,2_27,2_28,2_29
3_0,-0.8180451127819548,-0.1609022556390977,0.5383458646616541,-0.048120300751879695,0.08571428571428572,0.21654135338345865,-0.42105263157894735,-0.3654135338345864,0.23609022556390977,-0.003007518796992481,-0.03157894736842105,0.07518796992481201,-0.312781954887218,0.10676691729323308,-0.09774436090225563,0.26917293233082706,0.12030075187969923,0.27518796992481204,0.3203007518796992,-0.045112781954887216,0.0706766917293233,-0.08270676691729321,0.28120300751879695,-0.2421052631578947,0.05563909774436089,-0.24511278195488717,-0.3037593984962406,-0.015037593984962403,0.17744360902255638,-0.12330827067669171
3_1,0.6736842105263157,-0.42105263157894735,-0.3413533834586466,-0.3759398496240601,-0.009022556390977442,-0.5157894736842105,0.47368421052631576,0.07368421052631578,-0.5293233082706766,-0.16541353383458643,-0.09624060150375939,0.24060150375939846,0.28872180451127816,0.03909774436090225,0.18345864661654135,-0.2646616541353383,-0.2421052631578947,0.048120300751879695,-0.17744360902255638,0.10375939849624059,0.14736842105263157,0.12330827067669171,-0.2120300751879699,0.07368421052631578,0.15939849624060148,0.20601503759398496,0.30225563909774433,0.33233082706766914,0.14586466165413534,0.06616541353383458
3_2,-0.23157894736842105,0.1609022556390977,0.07218045112781954,0.23909774436090225,-0.5278195488721804,0.431578947368421,0.08721804511278194,0.5729323308270676,-0.28421052631578947,-0.0706766917293233,-0.21052631578947367,0.29774436090225564,0.2120300751879699,-0.38195488721804516,0.14436090225563908,-0.13984962406015036,0.003007518796992481,0.007518796992481202,-0.22105263157894736,0.23759398496240602,-0.07669172932330826,0.03909774436090225,-0.20300751879699244,-0.17593984962406017,0.20751879699248119,-0.024060150375939848,0.09172932330827067,-0.16992481203007515,0.19548872180451127,-0.23308270676691725
3_3,-0.23609022556390977,-0.003007518796992481,0.32481203007518794,0.07969924812030074,0.24661654135338343,0.28872180451127816,-0.6015037593984961,0.4285714285714286,0.4300751879699248,-0.3233082706766917,0.39097744360902253,-0.07518796992481201,0.28120300751879695,-0.30075187969924805,0.29774436090225564,0.11278195488721804,-0.015037593984962403,0.08721804511278194,-0.10977443609022557,-0.03609022556390977,0.024060150375939848,-0.20300751879699244,-0.1533834586466165,0.10375939849624059,-0.3669172932330827,-0.02706766917293233,-0.060150375939849614,-0.13684210526315788,-0.3533834586466165,0.05864661654135337
3_4,0.07969924812030074,0.14436090225563908,0.03308270676691729,0.08872180451127819,0.12932330827067667,-0.32631578947368417,-0.5278195488721804,0.14586466165413534,-0.05563909774436089,-0.3924812030075188,0.4285714285714286,-0.4451127819548871,-0.5473684210526315,0.19849624060150375,-0.11428571428571428,0.41654135338345866,0.11578947368421053,-0.12330827067669171,0.12481203007518797,0.3699248120300751,0.13834586466165413,-0.05714285714285714,-0.013533834586466165,0.04210526315789473,0.048120300751879695,0.13533834586466165,0.5323308270676691,-0.10676691729323308,-0.12481203007518797,-0.0781954887218045
3_5,0.018045112781954885,0.312781954887218,0.4917293233082706,0.1969924812030075,0.23609022556390977,-0.2120300751879699,-0.06766917293233082,-0.07669172932330826,-0.06917293233082707,0.04060150375939849,0.47067669172932325,0.21654135338345865,-0.11578947368421053,-0.1744360902255639,-0.21052631578947367,0.4526315789473684,-0.24360902255639094,0.09473684210526315,-0.09473684210526315,0.19548872180451127,-0.07518796992481201,0.13383458646616542,-0.06917293233082707,0.22556390977443608,0.12481203007518797,0.19548872180451127,-0.29774436090225564,0.6526315789473683,-0.156390977443609,0.1413533834586466
3_6,-0.28872180451127816,-0.06466165413533834,0.05413533834586466,-0.13684210526315788,-0.03909774436090225,0.1639097744360902,-0.04661654135338346,-0.06165413533834586,0.10676691729323308,-0.16240601503759397,-0.19097744360902258,-0.24511278195488717,-0.362406015037594,-0.18646616541353384,-0.10977443609022557,0.06917293233082707,-0.41503759398496237,-0.09172932330827067,0.6736842105263157,-0.03909774436090225,0.35488721804511275,-0.4300751879699248,0.09172932330827067,0.11428571428571428,0.09774436090225563,0.24511278195488717,0.024060150375939848,-0.156390977443609,0.24060150375939846,-0.3157894736842105
3_7,0.29624060150375936,0.29172932330827067,0.03308270676691729,0.1744360902255639,0.05864661654135337,-0.2120300751879699,-0.26766917293233083,0.06165413533834586,-0.4195488721804511,-0.013533834586466165,0.003007518796992481,-0.2541353383458646,-0.42105263157894735,0.3203007518796992,-0.2541353383458646,0.0,0.009022556390977442,-0.04210526315789473,-0.16842105263157892,0.19097744360902258,-0.09924812030075188,-0.25112781954887214,-0.11127819548872178,0.44060150375939844,-0.3383458646616541,0.17142857142857143,0.30977443609022554,-0.12030075187969923,0.17744360902255638,0.07969924812030074
3_8,-0.26165413533834586,-0.6240601503759398,0.05714285714285714,0.15037593984962402,0.12030075187969923,-0.3744360902255639,-0.22556390977443608,-0.07669172932330826,-0.29323308270676685,-0.02706766917293233,-0.306766917293233,0.40751879699248117,-0.23909774436090225,0.14736842105263157,0.2992481203007519,-0.13834586466165413,0.2781954887218045,0.5052631578947367,-0.021052631578947364,0.4661654135338345,-0.04210526315789473,0.024060150375939848,0.19849624060150375,-0.19097744360902258,-0.19999999999999998,-0.35037593984962395,0.30075187969924805,-0.04060150375939849,0.22556390977443608,-0.32481203007518794
3_9,0.2045112781954887,-0.1744360902255639,-0.23458646616541348,-0.24060150375939846,0.12781954887218044,0.09924812030075188,0.037593984962406006,0.29774436090225564,0.11428571428571428,-0.060150375939849614,-0.2601503759398496,-0.22556390977443608,0.22255639097744356,-0.25112781954887214,-0.3037593984962406,-0.5518796992481202,-0.18345864661654135,0.012030075187969924,0.40751879699248117,0.10375939849624059,0.13533834586466165,0.32631578947368417,0.3203007518796992,0.22857142857142856,-0.2150375939849624,0.04962406015037594,0.24360902255639094,0.060150375939849614,-0.1609022556390977,0.05714285714285714
