,5_0,5_1,5_2,5_3,5_4,5_5,5_6,5_7,5_8,5_9,5_10,5_11,5_12,5_13,5_14,5_15,5_16,5_17,5_18,5_19,5_20,5_21,5_22,5_23,5_24,5_25,5_26,5_27,5_28,5_29
6_0,-0.10676691729323308,0.8571428571428572,0.24661654135338343,-0.04360902255639097,-0.4090225563909774,0.23609022556390977,-0.07368421052631578,-0.43458646616541347,-0.41052631578947363,-0.3443609022556391,0.003007518796992481,0.1518796992481203,-0.007518796992481202,0.2300751879699248,0.1969924812030075,-0.05413533834586466,0.31127819548872177,0.14736842105263157,-0.03609022556390977,-0.048120300751879695,0.23609022556390977,-0.14887218045112782,0.19849624060150375,0.13533834586466165,0.030075187969924807,-0.22857142857142856,-0.004511278195488721,0.010526315789473682,-0.025563909774436087,0.03909774436090225
6_1,0.9503759398496241,-0.19999999999999998,-0.25112781954887214,0.2045112781954887,0.21353383458646616,0.05563909774436089,0.02857142857142857,-0.07669172932330826,0.021052631578947364,-0.2781954887218045,-0.10827067669172932,0.4360902255639097,0.14736842105263157,-0.11729323308270674,-0.06766917293233082,-0.03308270676691729,-0.10225563909774435,0.05413533834586466,0.16842105263157892,-0.10977443609022557,-0.006015037593984962,-0.12180451127819547,-0.015037593984962403,0.45112781954887216,-0.07518796992481201,-0.4766917293233082,-0.024060150375939848,-0.16992481203007515,-0.05413533834586466,-0.21654135338345865
6_2,0.306766917293233,0.2421052631578947,0.2857142857142857,0.15488721804511277,-0.27518796992481204,0.13233082706766916,0.08721804511278194,0.05714285714285714,0.14436090225563908,-0.05864661654135337,-0.29473684210526313,-0.04661654135338346,0.5894736842105263,-0.13533834586466165,-0.2270676691729323,-0.25112781954887214,0.04962406015037594,0.16842105263157892,0.04210526315789473,0.10375939849624059,-0.42105263157894735,0.12180451127819547,0.3609022556390977,-0.08421052631578946,-0.19097744360902258,-0.4586466165413533,-0.2827067669172932,-0.12481203007518797,-0.1609022556390977,0.1533834586466165
6_3,0.19849624060150375,0.1789473684210526,0.7984962406015037,-0.05413533834586466,0.16240601503759397,0.13383458646616542,-0.02706766917293233,-0.02706766917293233,0.045112781954887216,-0.11428571428571428,0.05413533834586466,-0.09473684210526315,-0.15488721804511277,0.15037593984962402,-0.13082706766917293,0.29624060150375936,0.015037593984962403,-0.3398496240601503,-0.4300751879699248,-0.26616541353383455,-0.09473684210526315,-0.060150375939849614,0.05413533834586466,0.1969924812030075,-0.22406015037593985,-0.31879699248120297,-0.016541353383458645,-0.10375939849624059,-0.4285714285714286,-0.09624060150375939
6_4,0.38345864661654133,0.05413533834586466,-0.08571428571428572,-0.3218045112781954,-0.431578947368421,0.11278195488721804,0.4015037593984962,-0.18796992481203004,-0.3984962406015037,-0.38796992481203,0.02857142857142857,0.17293233082706763,-0.30225563909774433,-0.025563909774436087,0.03609022556390977,-0.02706766917293233,0.312781954887218,-0.018045112781954885,-0.19999999999999998,-0.2120300751879699,0.49323308270676686,0.13383458646616542,0.0,0.23458646616541348,0.20902255639097742,-0.11879699248120301,-0.11127819548872178,0.12180451127819547,0.13684210526315788,-0.3533834586466165
6_5,-0.26616541353383455,-0.037593984962406006,0.016541353383458645,-0.012030075187969924,-0.3293233082706767,0.1263157894736842,-0.030075187969924807,0.4421052631578947,-0.38646616541353385,-0.03458646616541353,-0.27368421052631575,0.051127819548872175,0.28421052631578947,0.4120300751879699,-0.09924812030075188,0.14736842105263157,0.2992481203007519,0.3233082706766917,0.10526315789473684,-0.28120300751879695,0.02706766917293233,0.015037593984962403,-0.35187969924812035,-0.7218045112781954,-0.03909774436090225,-0.04962406015037594,0.1639097744360902,-0.02857142857142857,-0.022556390977443608,-0.3654135338345864
6_6,-0.1744360902255639,0.022556390977443608,0.004511278195488721,0.5218045112781955,0.11578947368421053,0.05263157894736842,0.28872180451127816,0.28120300751879695,0.11578947368421053,-0.15939849624060148,-0.1263157894736842,-0.5699248120300752,-0.030075187969924807,0.20601503759398496,0.22857142857142856,-0.09022556390977443,0.004511278195488721,0.4631578947368421,-0.08270676691729321,0.007518796992481202,0.20150375939849624,-0.04060150375939849,-0.08571428571428572,-0.1894736842105263,-0.2902255639097744,-0.16842105263157892,-0.13082706766917293,-0.40751879699248117,-0.24511278195488717,0.35639097744360904
6_7,-0.09924812030075188,-0.18646616541353384,0.18345864661654135,-0.15939849624060148,0.5007518796992482,-0.23458646616541348,0.14887218045112782,0.22556390977443608,0.18646616541353384,0.4812030075187969,0.4796992481203006,-0.12781954887218044,-0.3759398496240601,-0.4015037593984962,-0.3037593984962406,-0.11428571428571428,-0.14436090225563908,0.012030075187969924,-0.18045112781954886,-0.0781954887218045,-0.016541353383458645,0.015037593984962403,-0.42105263157894735,0.40751879699248117,-0.4090225563909774,0.24962406015037594,0.2796992481203007,0.14887218045112782,0.15939849624060148,-0.04360902255639097
6_8,0.08421052631578946,-0.2601503759398496,-0.05413533834586466,0.49624060150375937,0.30075187969924805,0.2706766917293233,0.16842105263157892,0.556390977443609,0.15488721804511277,-0.38496240601503756,-0.37293233082706767,0.09323308270676692,-0.019548872180451125,0.23458646616541348,0.10075187969924812,0.2526315789473684,0.19849624060150375,0.3278195488721804,0.34285714285714286,-0.14736842105263157,-0.11278195488721804,-0.06917293233082707,-0.21353383458646616,-0.3609022556390977,-0.025563909774436087,-0.06917293233082707,0.14436090225563908,-0.12481203007518797,-0.10075187969924812,-0.23157894736842105
6_9,0.08571428571428572,-0.03157894736842105,-0.23759398496240602,-0.2646616541353383,0.21654135338345865,-0.3398496240601503,-0.2902255639097744,0.006015037593984962,0.02857142857142857,0.7624060150375939,0.18045112781954886,0.14285714285714285,0.18045112781954886,-0.512781954887218,-0.21353383458646616,-0.26766917293233083,-0.2421052631578947,0.24812030075187969,0.006015037593984962,0.0781954887218045,-0.21654135338345865,0.1263157894736842,-0.38796992481203,0.42556390977443603,-0.5924812030075187,0.2150375939849624,0.13533834586466165,-0.08571428571428572,0.14436090225563908,-0.10676691729323308
6_10,-0.13834586466165413,0.29172932330827067,0.29172932330827067,-0.06917293233082707,-0.17593984962406017,0.02857142857142857,-0.17142857142857143,0.006015037593984962,0.10526315789473684,-0.060150375939849614,0.2045112781954887,-0.1819548872180451,0.5699248120300752,-0.2706766917293233,0.06165413533834586,0.06616541353383458,0.022556390977443608,0.15789473684210525,-0.29172932330827067,0.724812030075188,-0.19097744360902258,-0.13233082706766916,-0.05714285714285714,-0.20601503759398496,0.05413533834586466,0.17142857142857143,-0.24661654135338343,-0.2902255639097744,-0.17142857142857143,0.0781954887218045
